Machine;Line;Type;Total;Date
Machine_02;X01_line;Production;55208;05/08/16
Machine_02;X01_line;Stop;10658;05/08/16
Machine_02;X01_line;Wait;29813;06/08/16
Machine_02;X01_line;Production;15975;06/08/16
Machine_02;X01_line;Stop;40786;06/08/16
Machine_02;X01_line;Wait;30175;07/08/16
Machine_02;X01_line;Production;48778;07/08/16
Machine_02;X01_line;Stop;7973;07/08/16
Machine_02;X01_line;Production;45498;08/08/16
Machine_02;X01_line;Wait;33695;08/08/16
Machine_02;X01_line;Stop;6441;08/08/16
Machine_02;X01_line;Production;61533;09/08/16
Machine_02;X01_line;Stop;7648;09/08/16
Machine_02;X01_line;Wait;17371;09/08/16
Machine_02;X01_line;Production;52875;10/08/16
Machine_02;X01_line;Wait;17499;10/08/16
Machine_02;X01_line;Stop;10253;10/08/16
Machine_02;X01_line;Stop;19662;11/08/16
Machine_02;X01_line;Production;42306;11/08/16
Machine_02;X01_line;Wait;24451;11/08/16
Machine_02;X01_line;Wait;17902;12/08/16
Machine_02;X01_line;Production;27561;12/08/16
Machine_02;X01_line;Stop;35225;12/08/16
Machine_02;X01_line;Wait;31045;13/08/16
Machine_02;X01_line;Production;43178;13/08/16
Machine_02;X01_line;Stop;10297;13/08/16
Machine_02;X01_line;Production;44783;14/08/16
Machine_02;X01_line;Wait;13616;14/08/16
Machine_02;X01_line;Stop;9564;14/08/16
Machine_02;X01_line;Wait;17104;15/08/16
Machine_02;X01_line;Production;43707;15/08/16
Machine_02;X01_line;Stop;24782;15/08/16
Machine_02;X01_line;Production;62151;16/08/16
Machine_02;X01_line;Wait;17104;16/08/16
Machine_02;X01_line;Stop;7141;16/08/16
Machine_02;X01_line;Wait;20851;17/08/16
Machine_02;X01_line;Production;48932;17/08/16
Machine_02;X01_line;Stop;14803;17/08/16
Machine_02;X01_line;Wait;12498;18/08/16
Machine_02;X01_line;Stop;7299;18/08/16
Machine_02;X01_line;Production;40060;18/08/16
Machine_02;X01_line;Stop;28282;19/08/16
Machine_02;X01_line;Production;51343;19/08/16
Machine_02;X01_line;Wait;6917;19/08/16
Machine_02;X01_line;Wait;14376;20/08/16
Machine_02;X01_line;Stop;9808;20/08/16
Machine_02;X01_line;Production;60542;20/08/16
Machine_02;X01_line;Stop;8577;21/08/16
Machine_02;X01_line;Production;63241;21/08/16
Machine_02;X01_line;Wait;9108;21/08/16
Machine_02;X01_line;Stop;12586;22/08/16
Machine_02;X01_line;Production;60640;22/08/16
Machine_02;X01_line;Wait;12606;22/08/16
Machine_02;X01_line;Stop;6661;23/08/16
Machine_02;X01_line;Wait;9812;23/08/16
Machine_02;X01_line;Production;70078;23/08/16
Machine_02;X01_line;Production;45919;24/08/16
Machine_02;X01_line;Wait;11547;24/08/16
Machine_02;X01_line;Stop;6369;24/08/16
Machine_02;X01_line;Wait;11274;25/08/16
Machine_02;X01_line;Production;67918;25/08/16
Machine_02;X01_line;Stop;7342;25/08/16
Machine_02;X01_line;Production;34287;26/08/16
Machine_02;X01_line;Wait;18749;26/08/16
Machine_02;X01_line;Stop;35158;26/08/16
Machine_02;X01_line;Production;56946;27/08/16
Machine_02;X01_line;Wait;12634;27/08/16
Machine_02;X01_line;Stop;14629;27/08/16
Machine_02;X01_line;Production;66142;28/08/16
Machine_02;X01_line;Wait;11949;28/08/16
Machine_02;X01_line;Stop;9401;28/08/16
Machine_02;X01_line;Wait;12525;29/08/16
Machine_02;X01_line;Production;57062;29/08/16
Machine_02;X01_line;Stop;15652;29/08/16
Machine_02;X01_line;Production;2;30/08/16
Machine_02;X01_line;Stop;152906;30/08/16
Machine_02;X01_line;Wait;4821;31/08/16
Machine_02;X01_line;Stop;13158;31/08/16
Machine_02;X01_line;Production;2007;31/08/16
Machine_02;X01_line;Production;52555;01/09/16
Machine_02;X01_line;Wait;24252;01/09/16
Machine_02;X01_line;Stop;9532;01/09/16
Machine_02;X01_line;Stop;11473;02/09/16
Machine_02;X01_line;Production;53716;02/09/16
Machine_02;X01_line;Wait;21178;02/09/16
Machine_02;X01_line;Wait;15786;03/09/16
Machine_02;X01_line;Production;57092;03/09/16
Machine_02;X01_line;Stop;20935;03/09/16
Machine_02;X01_line;Wait;17508;04/09/16
Machine_02;X01_line;Stop;11810;04/09/16
Machine_02;X01_line;Production;49972;04/09/16
Machine_02;X01_line;Wait;18346;05/09/16
Machine_02;X01_line;Production;58458;05/09/16
Machine_02;X01_line;Stop;9553;05/09/16
Machine_02;X01_line;Wait;35180;06/09/16
Machine_02;X01_line;Production;45418;06/09/16
Machine_02;X01_line;Stop;5482;06/09/16
Machine_02;X01_line;Production;57608;07/09/16
Machine_02;X01_line;Wait;23449;07/09/16
Machine_02;X01_line;Stop;7043;07/09/16
Machine_02;X01_line;Wait;22581;08/09/16
Machine_02;X01_line;Production;54975;08/09/16
Machine_02;X01_line;Stop;7182;08/09/16
Machine_02;X01_line;Production;62563;09/09/16
Machine_02;X01_line;Wait;17643;09/09/16
Machine_02;X01_line;Stop;6202;09/09/16
Machine_02;X01_line;Production;42278;10/09/16
Machine_02;X01_line;Wait;32720;10/09/16
Machine_02;X01_line;Stop;11366;10/09/16
Machine_02;X01_line;Production;27834;11/09/16
Machine_02;X01_line;Wait;10321;11/09/16
Machine_02;X01_line;Stop;366200;11/09/16
Machine_02;X01_line;Wait;5236;15/09/16
Machine_02;X01_line;Stop;20766;15/09/16
Machine_02;X01_line;Production;1665;15/09/16
Machine_02;X01_line;Stop;16954;16/09/16
Machine_02;X01_line;Wait;24295;16/09/16
Machine_02;X01_line;Production;45303;16/09/16
Machine_02;X01_line;Production;37777;17/09/16
Machine_02;X01_line;Stop;5256;17/09/16
Machine_02;X01_line;Wait;8040;17/09/16
Machine_02;X01_line;Production;64248;18/09/16
Machine_02;X01_line;Wait;11854;18/09/16
Machine_02;X01_line;Stop;10334;18/09/16
Machine_02;X01_line;Stop;9050;19/09/16
Machine_02;X01_line;Production;67425;19/09/16
Machine_02;X01_line;Wait;10285;19/09/16
Machine_02;X01_line;Wait;8855;20/09/16
Machine_02;X01_line;Production;62218;20/09/16
Machine_02;X01_line;Stop;15038;20/09/16
Machine_02;X01_line;Wait;32501;21/09/16
Machine_02;X01_line;Production;42375;21/09/16
Machine_02;X01_line;Stop;11769;21/09/16
Machine_02;X01_line;Production;58660;22/09/16
Machine_02;X01_line;Wait;18561;22/09/16
Machine_02;X01_line;Stop;9071;22/09/16
Machine_02;X01_line;Wait;22345;23/09/16
Machine_02;X01_line;Production;44615;23/09/16
Machine_02;X01_line;Stop;17289;23/09/16
Machine_02;X01_line;Stop;23868;24/09/16
Machine_02;X01_line;Wait;14889;24/09/16
Machine_02;X01_line;Production;39365;24/09/16
Machine_02;X01_line;Wait;26529;25/09/16
Machine_02;X01_line;Production;46544;25/09/16
Machine_02;X01_line;Stop;12933;25/09/16
Machine_02;X01_line;Wait;15947;26/09/16
Machine_02;X01_line;Production;63653;26/09/16
Machine_02;X01_line;Stop;6802;26/09/16
Machine_02;X01_line;Stop;9336;27/09/16
Machine_02;X01_line;Wait;14678;27/09/16
Machine_02;X01_line;Production;62304;27/09/16
Machine_02;X01_line;Wait;11387;28/09/16
Machine_02;X01_line;Production;67393;28/09/16
Machine_02;X01_line;Stop;16893;28/09/16
Machine_02;X01_line;Wait;8968;29/09/16
Machine_02;X01_line;Stop;64156;29/09/16
Machine_02;X01_line;Production;1669;29/09/16
Machine_02;X01_line;Wait;10384;30/09/16
Machine_02;X01_line;Stop;31595;30/09/16
Machine_02;X01_line;Production;44262;30/09/16
Machine_02;X01_line;Wait;15299;01/10/16
Machine_02;X01_line;Production;54760;01/10/16
Machine_02;X01_line;Stop;15509;01/10/16
Machine_02;X01_line;Production;60328;02/10/16
Machine_02;X01_line;Stop;13699;02/10/16
Machine_02;X01_line;Wait;12350;02/10/16
Machine_02;X01_line;Wait;9352;03/10/16
Machine_02;X01_line;Production;66463;03/10/16
Machine_02;X01_line;Stop;10509;03/10/16
Machine_02;X01_line;Wait;6907;04/10/16
Machine_02;X01_line;Production;70895;04/10/16
Machine_02;X01_line;Stop;9497;04/10/16
Machine_02;X01_line;Wait;8517;05/10/16
Machine_02;X01_line;Production;67479;05/10/16
Machine_02;X01_line;Stop;9535;05/10/16
Machine_02;X01_line;Stop;8425;06/10/16
Machine_02;X01_line;Production;61749;06/10/16
Machine_02;X01_line;Wait;16780;06/10/16
Machine_02;X01_line;Wait;6428;07/10/16
Machine_02;X01_line;Production;40782;07/10/16
Machine_02;X01_line;Stop;16795;07/10/16
Machine_02;X01_line;Stop;19010;08/10/16
Machine_02;X01_line;Production;58787;08/10/16
Machine_02;X01_line;Wait;8466;08/10/16
Machine_02;X01_line;Production;16445;09/10/16
Machine_02;X01_line;Stop;102302;09/10/16
Machine_02;X01_line;Wait;3615;09/10/16
Machine_02;X01_line;Wait;7381;11/10/16
Machine_02;X01_line;Stop;31888;11/10/16
Machine_02;X01_line;Wait;21147;12/10/16
Machine_02;X01_line;Stop;37277;12/10/16
Machine_02;X01_line;Production;8784;12/10/16
Machine_02;X01_line;Production;47333;13/10/16
Machine_02;X01_line;Stop;21257;13/10/16
Machine_02;X01_line;Wait;18283;13/10/16
Machine_02;X01_line;Wait;10529;14/10/16
Machine_02;X01_line;Stop;13799;14/10/16
Machine_02;X01_line;Production;61642;14/10/16
Machine_02;X01_line;Wait;14536;15/10/16
Machine_02;X01_line;Production;62388;15/10/16
Machine_02;X01_line;Stop;9660;15/10/16
Machine_02;X01_line;Wait;12134;16/10/16
Machine_02;X01_line;Production;58253;16/10/16
Machine_02;X01_line;Stop;14395;16/10/16
Machine_02;X01_line;Wait;14477;17/10/16
Machine_02;X01_line;Production;51084;17/10/16
Machine_02;X01_line;Stop;19360;17/10/16
Machine_02;X01_line;Wait;20372;18/10/16
Machine_02;X01_line;Production;53925;18/10/16
Machine_02;X01_line;Stop;11776;18/10/16
Machine_02;X01_line;Stop;18385;19/10/16
Machine_02;X01_line;Production;33598;19/10/16
Machine_02;X01_line;Wait;34528;19/10/16
Machine_02;X01_line;Wait;15994;20/10/16
Machine_02;X01_line;Production;51802;20/10/16
Machine_02;X01_line;Stop;18396;20/10/16
Machine_02;X01_line;Stop;14647;21/10/16
Machine_02;X01_line;Production;56946;21/10/16
Machine_02;X01_line;Wait;14873;21/10/16
Machine_02;X01_line;Wait;12601;22/10/16
Machine_02;X01_line;Production;63440;22/10/16
Machine_02;X01_line;Stop;10308;22/10/16
Machine_02;X01_line;Wait;17512;23/10/16
Machine_02;X01_line;Production;55887;23/10/16
Machine_02;X01_line;Stop;11173;23/10/16
Machine_02;X01_line;Stop;3589;24/10/16
Machine_02;X01_line;Production;16096;24/10/16
Machine_02;X01_line;Wait;2113;24/10/16
