Line;Machine;Timestamp;Glossary
X01_line;Machine_01;9/20/2016 3:33:23 AM;FILTER RECEIVER STOPPED (CHANNEL 5)
X01_line;Machine_01;9/20/2016 3:31:45 AM;FILTER RECEIVER GUARD OPEN (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:32:02 AM;FILTER RECEIVER GUARD OPEN (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:32:58 AM;FILTER RECEIVER GUARD OPEN (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:33:01 AM;FILTER FEED ARREST (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:33:10 AM;FILTER FEED ARREST (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:33:34 AM;FILTER RECEIVER JAM (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:33:34 AM;FILTER REJECT GUARD OPEN (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:33:34 AM;FILTER RECEIVER STOPPED (3RD CHANNEL)
X01_line;Machine_01;9/20/2016 3:33:22 AM;FILTER RECEIVER GUARD OPEN (CHANNEL 5)
X01_line;Machine_01;9/20/2016 3:33:26 AM;FILTER FEED ARREST (CHANNEL 5)
X01_line;Machine_01;9/20/2016 3:33:33 AM;FILTER RECEIVER GUARD OPEN (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:33:36 AM;FILTER FEED ARREST (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:33:59 AM;FILTER FEED ARREST (CHANNEL 1)
X01_line;Machine_01;9/20/2016 3:34:15 AM;REEL CHANGE GUARD - Maker
X01_line;Machine_01;9/20/2016 3:34:02 AM;FILTER FEED ARREST (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:34:43 AM;FILTER RECEIVER JAM (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:34:43 AM;FILTER REJECT GUARD OPEN (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:34:43 AM;FILTER RECEIVER STOPPED (3RD CHANNEL)
X01_line;Machine_01;9/20/2016 3:34:26 AM;GUARD 1  FILTER RESERVE DOOR
X01_line;Machine_01;9/20/2016 3:34:42 AM;FILTER RECEIVER GUARD OPEN (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:34:45 AM;FILTER FEED ARREST (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:34:48 AM;FILTER FEED ARREST (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:34:57 AM;FILTER RECEIVER JAM (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:34:57 AM;FILTER REJECT GUARD OPEN (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:34:57 AM;FILTER RECEIVER STOPPED (3RD CHANNEL)
X01_line;Machine_01;9/20/2016 3:34:57 AM;FILTER RECEIVER GUARD OPEN (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:34:59 AM;FILTER FEED ARREST (CHANNEL 3)
X01_line;Machine_01;9/20/2016 3:35:06 AM;FILTER FEED ARREST (CHANNEL 3)
X01_line;Machine_01;9/20/2016 4:26:42 AM;FILTER RECEIVER STOPPED (3RD CHANNEL)
X01_line;Machine_01;9/20/2016 3:36:05 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 3:36:05 AM;FRONT ROD BREAK
X01_line;Machine_01;9/20/2016 3:42:02 AM;FILTER FEED ARREST (CHANNEL 1)
X01_line;Machine_01;9/20/2016 3:35:54 AM;CARDER DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 3:36:05 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 3:36:48 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 3:36:05 AM;MACHINE WAITING FOR PRODUCTS
X01_line;Machine_01;9/20/2016 3:36:14 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:36:14 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 3:36:14 AM;SAFETY CIRCUIT BREAKER - 2nd heater
X01_line;Machine_01;9/20/2016 3:36:14 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:36:14 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 3:36:14 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 3:36:45 AM;FILTER FEED ARREST (CHANNEL 5)
X01_line;Machine_01;9/20/2016 3:36:47 AM;FILTER FEED ARREST (CHANNEL 4)
X01_line;Machine_01;9/20/2016 3:36:49 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:36:49 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:36:49 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:36:19 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:36:27 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:36:23 AM;FRONT DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 3:37:05 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 3:36:30 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:36:34 AM;LOW PRODUCTION SPEED
X01_line;Machine_01;9/20/2016 3:36:41 AM;PRODUCTION
X01_line;Machine_01;9/20/2016 3:37:43 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:36:36 AM;LOW PRODUCTION SPEED - MANUAL
X01_line;Machine_01;9/20/2016 3:36:41 AM;NOMINAL SPEED
X01_line;Machine_01;9/20/2016 3:38:11 AM;EXCESSIVE CIGARETTE REJECTION - CID
X01_line;Machine_01;9/20/2016 3:36:51 AM;FRONT ROD BREAK
X01_line;Machine_01;9/20/2016 3:36:53 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 3:36:48 AM;CARDER DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 3:36:51 AM;WEIGHT: REAR SENSOR EXCESSIVE SIGNAL
X01_line;Machine_01;9/20/2016 3:36:51 AM;WEIGHT: FRONT SENSOR EXCESSIVE SIGNAL
X01_line;Machine_01;9/20/2016 3:36:55 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 3:36:52 AM;CORK PAPER BIN FULL
X01_line;Machine_01;9/20/2016 3:37:43 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 3:37:43 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 3:37:43 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 3:37:43 AM;SAFETY CIRCUIT BREAKER - 2nd heater
X01_line;Machine_01;9/20/2016 3:37:43 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:37:43 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:37:34 AM;MACHINE WAITING FOR PRODUCTS
X01_line;Machine_01;9/20/2016 3:36:51 AM;DIAMETER CHECK OUT OF POSITION
X01_line;Machine_01;9/20/2016 3:38:25 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 3:37:34 AM;CORK PAPER BIN FULL
X01_line;Machine_01;9/20/2016 3:37:34 AM;FAULT: PAPER SPLICE CHECK MOVEMENT SENSOR - Backward position
X01_line;Machine_01;9/20/2016 3:38:21 AM;FILTER FEED ARREST (CHANNEL 5)
X01_line;Machine_01;9/20/2016 3:38:23 AM;FILTER FEED ARREST (CHANNEL 4)
X01_line;Machine_01;9/20/2016 3:37:34 AM;PAPER COLLECT BIN OPEN
X01_line;Machine_01;9/20/2016 3:37:46 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 3:40:31 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:40:32 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:40:32 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:37:48 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:37:56 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:37:52 AM;FRONT DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 3:40:51 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 3:37:59 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:38:03 AM;LOW PRODUCTION SPEED
X01_line;Machine_01;9/20/2016 3:40:24 AM;PRODUCTION
X01_line;Machine_01;9/20/2016 3:40:46 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:40:24 AM;LOW PRODUCTION SPEED - MANUAL
X01_line;Machine_01;9/20/2016 3:40:30 AM;CARDER DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 3:40:37 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 3:40:37 AM;REAR ROD BREAK
X01_line;Machine_01;9/20/2016 3:40:39 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 3:40:39 AM;MACHINE WAITING FOR PRODUCTS
X01_line;Machine_01;9/20/2016 3:40:46 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 3:40:46 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:40:46 AM;SAFETY CIRCUIT BREAKER - 2nd heater
X01_line;Machine_01;9/20/2016 3:40:46 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 3:40:46 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 3:40:46 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:40:37 AM;WEIGHT: FRONT SENSOR EXCESSIVE SIGNAL
X01_line;Machine_01;9/20/2016 3:42:18 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:42:18 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:42:18 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:41:21 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 3:40:52 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:40:49 AM;LOWER REEL RELEASED - Maker
X01_line;Machine_01;9/20/2016 3:41:00 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:40:56 AM;FRONT DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 3:41:17 AM;FILTER FEED ARREST (CHANNEL 5)
X01_line;Machine_01;9/20/2016 3:41:19 AM;FILTER FEED ARREST (CHANNEL 4)
X01_line;Machine_01;9/20/2016 3:42:40 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 3:41:03 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:41:07 AM;LOW PRODUCTION SPEED
X01_line;Machine_01;9/20/2016 3:42:10 AM;PRODUCTION
X01_line;Machine_01;9/20/2016 3:42:36 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:42:10 AM;LOW PRODUCTION SPEED - MANUAL
X01_line;Machine_01;9/20/2016 3:41:14 AM;EXCESSIVE CIGARETTE REJECTION - CID
X01_line;Machine_01;9/20/2016 3:42:00 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 3:42:10 AM;MACHIN STATE - Filter Tipper
X01_line;Machine_01;9/20/2016 3:42:10 AM;MACHIN STATE - Maker
X01_line;Machine_01;9/20/2016 3:42:16 AM;CARDER DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 3:42:28 AM;WEIGHT: FRONT SENSOR EXCESSIVE SIGNAL
X01_line;Machine_01;9/20/2016 3:42:28 AM;REAR ROD BREAK
X01_line;Machine_01;9/20/2016 3:42:28 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 3:42:28 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 3:42:28 AM;MACHINE WAITING FOR PRODUCTS
X01_line;Machine_01;9/20/2016 3:42:36 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 3:42:36 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:42:36 AM;SAFETY CIRCUIT BREAKER - 2nd heater
X01_line;Machine_01;9/20/2016 3:42:36 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 3:42:36 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 3:42:36 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:43:30 AM;FILTER FEED ARREST (CHANNEL 1)
X01_line;Machine_01;9/20/2016 3:43:14 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 3:42:28 AM;DIAMETER CHECK OUT OF POSITION
X01_line;Machine_01;9/20/2016 3:54:06 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:54:06 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:54:06 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:43:10 AM;FILTER FEED ARREST (CHANNEL 5)
X01_line;Machine_01;9/20/2016 3:43:12 AM;FILTER FEED ARREST (CHANNEL 4)
X01_line;Machine_01;9/20/2016 3:42:42 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:42:50 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:42:45 AM;FRONT DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 3:42:45 AM;REAR DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 3:54:26 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 3:42:53 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:53:59 AM;PRODUCTION
X01_line;Machine_01;9/20/2016 3:42:57 AM;LOW PRODUCTION SPEED
X01_line;Machine_01;9/20/2016 3:43:21 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:53:59 AM;LOW PRODUCTION SPEED - MANUAL
X01_line;Machine_01;9/20/2016 3:43:05 AM;EXCESSIVE CIGARETTE REJECTION - CID
X01_line;Machine_01;9/20/2016 3:43:20 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:43:20 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:43:20 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:43:20 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:43:20 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:43:28 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 3:43:24 AM;UPPER REEL RELEASED - Maker
X01_line;Machine_01;9/20/2016 3:43:24 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:43:32 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:43:32 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:43:32 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:43:32 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:43:32 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:43:32 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:43:33 AM;START: ELEVATOR ARM DESCENT - Maker
X01_line;Machine_01;9/20/2016 3:43:35 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:54:32 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:43:41 AM;EXCESSIVE CIGARETTE REJECTION - CID
X01_line;Machine_01;9/20/2016 3:48:13 AM;FILTER FEED ARREST (CHANNEL 1)
X01_line;Machine_01;9/20/2016 3:45:21 AM;REEL CHANGE GUARD - Maker
X01_line;Machine_01;9/20/2016 3:45:11 AM;CORE RE-WINDER: TORN PAPER - Maker
X01_line;Machine_01;9/20/2016 3:48:11 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 3:55:44 AM;FILTER FEED ARREST (CHANNEL 1)
X01_line;Machine_01;9/20/2016 3:52:33 AM;LOWER REEL RELEASED - Maker
X01_line;Machine_01;9/20/2016 3:54:04 AM;CARDER DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 3:54:13 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 3:54:13 AM;NO TOBACCO
X01_line;Machine_01;9/20/2016 3:54:13 AM;NO TOBACCO
X01_line;Machine_01;9/20/2016 3:54:23 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 3:55:03 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 3:54:23 AM;MACHINE WAITING FOR PRODUCTS
X01_line;Machine_01;9/20/2016 3:54:32 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 3:54:32 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 3:54:32 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:54:32 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:54:32 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 3:54:32 AM;SAFETY CIRCUIT BREAKER - 2nd heater
X01_line;Machine_01;9/20/2016 3:54:14 AM;UPPER REEL RELEASED - Maker
X01_line;Machine_01;9/20/2016 3:54:59 AM;FILTER FEED ARREST (CHANNEL 5)
X01_line;Machine_01;9/20/2016 3:55:01 AM;FILTER FEED ARREST (CHANNEL 4)
X01_line;Machine_01;9/20/2016 3:54:23 AM;FAULT: PAPER SPLICE CHECK MOVEMENT SENSOR - Backward position
X01_line;Machine_01;9/20/2016 3:54:23 AM;START: ELEVATOR ARM DESCENT - Maker
X01_line;Machine_01;9/20/2016 4:10:44 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:10:45 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:10:45 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 3:54:37 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:11:17 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 3:55:22 AM;NO REELS - Maker
X01_line;Machine_01;9/20/2016 3:54:46 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:54:40 AM;REAR DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 3:54:40 AM;FRONT DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 3:54:49 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:54:53 AM;LOW PRODUCTION SPEED
X01_line;Machine_01;9/20/2016 4:10:37 AM;PRODUCTION
X01_line;Machine_01;9/20/2016 4:00:29 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 3:55:02 AM;REEL CHANGE GUARD - Maker
X01_line;Machine_01;9/20/2016 4:10:37 AM;LOW PRODUCTION SPEED - MANUAL
X01_line;Machine_01;9/20/2016 3:55:00 AM;EXCESSIVE CIGARETTE REJECTION - CID
X01_line;Machine_01;9/20/2016 3:55:42 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 3:55:28 AM;REEL CARRIER MISSING - Maker
X01_line;Machine_01;9/20/2016 4:01:04 AM;FILTER FEED ARREST (CHANNEL 1)
X01_line;Machine_01;9/20/2016 3:56:51 AM;EXCESSIVE CIGARETTE REJECTION - CID
X01_line;Machine_01;9/20/2016 4:00:29 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:00:29 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:00:29 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:00:29 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:00:29 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:00:32 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:00:40 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:01:02 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 4:00:40 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:00:40 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:00:40 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:00:40 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:00:40 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:00:43 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:11:20 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:04:31 AM;FILTER FEED ARREST (CHANNEL 1)
X01_line;Machine_01;9/20/2016 4:03:44 AM;LOWER REEL RELEASED - Maker
X01_line;Machine_01;9/20/2016 4:04:10 AM;REEL CHANGE GUARD - Maker
X01_line;Machine_01;9/20/2016 4:04:28 AM;PHOTOCELL: FEED TUBE JAM (CHANNEL 4)
X01_line;Machine_01;9/20/2016 4:04:28 AM;FILTER FEED ARREST (CHANNEL 4)
X01_line;Machine_01;9/20/2016 4:07:44 AM;FILTER REJECT GUARD OPEN (CHANNEL 4)
X01_line;Machine_01;9/20/2016 4:07:44 AM;FILTER RECEIVER STOPPED (CHANNEL 4)
X01_line;Machine_01;9/20/2016 4:05:23 AM;UPPER REEL RELEASED - Maker
X01_line;Machine_01;9/20/2016 4:05:32 AM;START: ELEVATOR ARM DESCENT - Maker
X01_line;Machine_01;9/20/2016 4:06:44 AM;FILTER FEED ARREST (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:07:45 AM;FILTER RECEIVER JAM (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:07:45 AM;FILTER REJECT GUARD OPEN (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:07:45 AM;FILTER RECEIVER STOPPED (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:07:42 AM;FILTER RECEIVER GUARD OPEN (CHANNEL 4)
X01_line;Machine_01;9/20/2016 4:07:42 AM;FILTER RECEIVER GUARD OPEN (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:07:47 AM;FILTER FEED ARREST (CHANNEL 4)
X01_line;Machine_01;9/20/2016 4:07:47 AM;FILTER FEED ARREST (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:07:52 AM;FEED LINE JAM PHOTOCELL (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:07:52 AM;FILTER FEED ARREST (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:08:52 AM;FILTER REJECT GUARD OPEN (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:08:52 AM;FILTER RECEIVER STOPPED (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:08:05 AM;FILTER RECEIVER GUARD OPEN (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:08:43 AM;FILTER RECEIVER GUARD OPEN (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:08:55 AM;FILTER FEED ARREST (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:09:01 AM;EXCESSIVE CIGARETTE REJECTION - CID
X01_line;Machine_01;9/20/2016 4:10:28 AM;REEL CHANGE GUARD - Maker
X01_line;Machine_01;9/20/2016 4:10:43 AM;CARDER DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 4:11:05 AM;WEIGHT: REAR SENSOR EXCESSIVE SIGNAL
X01_line;Machine_01;9/20/2016 4:11:05 AM;NO TOBACCO
X01_line;Machine_01;9/20/2016 4:11:05 AM;NO TOBACCO
X01_line;Machine_01;9/20/2016 4:11:05 AM;WEIGHT: FRONT SENSOR EXCESSIVE SIGNAL
X01_line;Machine_01;9/20/2016 4:11:05 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 4:11:06 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 4:12:18 AM;FILTER FEED ARREST (CHANNEL 1)
X01_line;Machine_01;9/20/2016 4:11:07 AM;MACHINE WAITING FOR PRODUCTS
X01_line;Machine_01;9/20/2016 4:12:00 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 4:11:20 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:11:20 AM;SAFETY CIRCUIT BREAKER - 2nd heater
X01_line;Machine_01;9/20/2016 4:11:20 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 4:11:20 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 4:11:20 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 4:11:20 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:11:05 AM;FAULT: PAPER SPLICE CHECK MOVEMENT SENSOR - Backward position
X01_line;Machine_01;9/20/2016 4:11:56 AM;FILTER FEED ARREST (CHANNEL 5)
X01_line;Machine_01;9/20/2016 4:11:58 AM;FILTER FEED ARREST (CHANNEL 4)
X01_line;Machine_01;9/20/2016 4:15:18 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:15:19 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:15:19 AM;MESSAGE - Invisible
X01_line;Machine_01;9/20/2016 4:11:26 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:16:07 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 4:11:34 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:11:30 AM;FRONT DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 4:11:37 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:11:41 AM;LOW PRODUCTION SPEED
X01_line;Machine_01;9/20/2016 4:15:11 AM;PRODUCTION
X01_line;Machine_01;9/20/2016 4:16:14 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 4:14:16 AM;LOW PRODUCTION SPEED - MANUAL
X01_line;Machine_01;9/20/2016 4:11:48 AM;EXCESSIVE CIGARETTE REJECTION - CID
X01_line;Machine_01;9/20/2016 4:12:16 AM;FILTER FEED ARREST (CHANNEL 2)
X01_line;Machine_01;9/20/2016 4:12:25 AM;EXCESSIVE CIGARETTE REJECTION - CID
X01_line;Machine_01;9/20/2016 4:13:31 AM;FILTER FEED ARREST (CHANNEL 1)
X01_line;Machine_01;9/20/2016 4:13:39 AM;EXCESSIVE CIGARETTE REJECTION - CID
X01_line;Machine_01;9/20/2016 4:14:05 AM;EXCESSIVE CIGARETTE REJECTION - CID
X01_line;Machine_01;9/20/2016 4:15:11 AM;NOMINAL SPEED
