glossary;path;typology;True_start
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:24
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:24
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:24
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:24
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:25
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:25
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:25
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:25
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:25
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:26
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:26
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:27
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:27
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:27
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:27
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:27
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:28
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:28
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:28
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:28
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:28
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:29
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:29
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:29
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:29
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:30
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:30
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:30
 BELT GUARD OPEN;xx_main_safety_guards_hopperbeltguard.sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 04:30
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:30
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:31
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:31
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:31
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:32
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:32
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:32
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:32
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:33
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:33
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:33
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:33
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:34
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:34
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:34
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:34
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:34
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:35
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:35
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:35
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:35
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:35
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:35
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:36
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:36
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:36
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:36
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:37
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:37
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:37
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:37
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:37
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:38
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:38
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:38
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:38
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:39
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:39
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:39
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:39
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:39
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:40
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:40
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:40
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:40
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:41
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:41
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:41
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:41
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:42
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:42
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:42
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:42
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:43
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:43
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:43
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:43
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:43
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:44
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:44
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:44
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:45
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:45
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:45
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:45
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:46
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:46
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:46
RIGHT REAR DOOR OPEN;xx_main_safety_guards_exitzonerightreardoor.sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 04:46
LEFT REAR DOOR OPEN;xx_main_safety_guards_exitzoneleftreardoor.sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 04:46
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:46
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:47
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:47
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:47
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:48
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:48
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:48
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:48
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:49
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:49
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:49
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:49
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:49
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:50
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:50
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:50
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:50
MOVE MANUALLY  KNIFE;xx_innerframe_cutunit_handler.machine_in_encumbrance_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 04:50
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:50
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:51
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:51
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:51
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:51
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:52
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:52
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:52
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:52
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:53
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:53
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:53
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:53
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:54
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:54
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:54
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:54
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:54
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:55
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:55
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:55
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:55
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:55
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:56
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:56
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:56
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:56
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:57
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:57
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:57
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:58
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:58
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:58
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:58
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:58
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:59
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:59
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:59
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:59
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 04:59
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 05:00
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 05:00
UPSTREAM INTERLOCK;xx_main_interface_upstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 05:00
BY PASS: MACHINE COMPRESSED AIR;xx_main_services_compressedair_check.disabled_asm;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:07
CONTRAST CLOSURE AFTER REJECT FAILED;xx_exit_long_pneumaticcontrast.contrast_opening_dblact.backward_fem.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:07
 6: SAFETY INEFFICIENCY;xx_hopper_pusher_6.safety_inefficiency_asm;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:07
MOVE MANUALLY  KNIFE;xx_alufoil_cutunit_handler.move_knife_manually_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 05:07
 UNWINDER PRESSURE OUT OF RANGE;xx_alufoil_cutunit_handler.pneumatic_unwinder_pressure_in_range_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:07
 GROUP NOT READY;xx_alufoil_cutunit_handler.group_is_not_ready_asm;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:07
 5: SAFETY INEFFICIENCY;xx_hopper_pusher_5.safety_inefficiency_asm;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:07
 4: SAFETY INEFFICIENCY;xx_hopper_pusher_4.safety_inefficiency_asm;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:07
 3: SAFETY INEFFICIENCY;xx_hopper_pusher_3.safety_inefficiency_asm;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:07
 1: SAFETY INEFFICIENCY;xx_hopper_pusher_1.safety_inefficiency_asm;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:07
 KNIFE VACUUM DEACTIVATION FAIL;xx_alufoil_cutunit_handler.knife_vacuum_sact.inactive_fem.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:07
INSUFFICIENT VACUUM;xx_main_services_mainvacuum_check.measured_achk.min_value_reached_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:07
MOVE MANUALLY  KNIFE;xx_innerframe_cutunit_handler.machine_in_encumbrance_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 05:09
 UNWINDER OPEN;xx_alufoil_cutunit_handler.unwinder_closed_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:09
MOVE MANUALLY  KNIFE;xx_innerframe_cutunit_handler.machine_in_encumbrance_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 05:12
INSUFFICIENT AIR PRESSURE;xx_main_services_compressedair_check.measured_achk.min_value_reached_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:13
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 05:13
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 05:13
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 05:14
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 05:14
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 05:15
 2: SAFETY INEFFICIENCY;xx_hopper_pusher_2.safety_inefficiency_asm;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:16
UPPER  LOAD CELL UNDER TOLERANCE;xx_blank_belt_loadcells.upper_load_sensor_under_level_aem;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:17
 BELT CONNECTION FAIL;xx_blank_belt_handler.connection_faulted_aem;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:17
UPPER  LOAD CELL UNDER TOLERANCE;xx_blank_belt_loadcells.upper_load_sensor_under_level_aem;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:17
 BELT CONNECTION FAIL;xx_blank_belt_handler.connection_faulted_aem;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:17
 UNWINDER OPEN;xx_innerframe_cutunit_handler.unwinder_closed_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:18
 RESERVE EMPTY;xx_blank_lever_handler.buffer_empty_wsm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 05:19
MOVE MANUALLY  KNIFE;xx_innerframe_cutunit_handler.move_machine_manually_after_home_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 05:21
 FILLING ENABLED;xx_hopper.filling_enable_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 05:22
 UNWINDER OPEN;xx_alufoil_cutunit_handler.unwinder_closed_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:23
 KNIFE RIGHT GUARD OPEN;xx_main_safety_guards_alufoilknifeguard.sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:23
 KNIFE LEFT GUARD OPEN;xx_alufoil_cutunit_handler.knife_safety_guard_closed_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:24
 KNIFE VACUUM LOW LEVEL;xx_alufoil_cutunit_handler.knife_vacuum_sact.active_fem.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:24
 KNIFE RIGHT GUARD OPEN;xx_main_safety_guards_alufoilknifeguard.sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 05:24
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 05:24
 FILLING ENABLED;xx_hopper.filling_enable_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 05:24
